Song,Nation,Year,BPM,PhSp,ChCo,Peak
Turntable Hoschis - Psychic Complexx,Germany,1991,123.046875,0.055,0.7655749099741227,-4.051916874028564
Turntable Hoschis - The Re-Flow,Germany,1991,132.51201923076923,0.04,0.8952796099755449,-7.518028778247206
Twin EQ - Dark Mission,Germany,1991,132.51201923076923,0.0275,0.984869621393784,-11.699877772072313
Twin EQ - Enjoy,Germany,1991,126.04801829268293,0.0275,0.991361038575677,-10.904784883578248
Twin EQ - Get Your Body,Germany,1991,132.51201923076923,0.025,0.9334135692359264,-11.992163469811686
Twin EQ - Hardcore Keyboard,Germany,1991,129.19921875,0.0275,0.9719509878479168,-11.265411035019834
Twin EQ - I Like Techno (Club Mix),Germany,1991,120.18531976744184,0.0375,0.9627909948969104,-8.286542035234747
Twin EQ - Schwitz,Germany,1991,129.19921875,0.0275,0.9207420583810112,-11.291756753776514
Twin EQ - Techno Vogue (Club Dub Mix),Germany,1991,126.04801829268293,0.0575,0.9556249028071644,-4.226946866561236
Twin EQ - Techno Vogue (Short Version),Germany,1991,128.0,0.0225,0.8624021631459141,-13.329621705966533
Twin EQ - Techno Vogue (Tempest Mix),Germany,1991,126.04801829268293,0.0275,0.8718217114205852,-11.536118016723105
Twin EQ - The Megablast,Germany,1991,129.19921875,0.0275,0.9371555294940117,-10.258779566947275
Twin EQ - Time To Release,Germany,1991,128.0,0.0325,0.8858654368559431,-9.632475404058397
Tyrell Corp. - Running (Tangerine Instrumental),Germany,1990,126.04801829268293,0.055,0.824642449503818,-4.813837612154186
"Tyrell Corp. - Running (Turn In, Tune Out, Drop Out)",Germany,1990,126.04801829268293,0.035,0.6677057736594426,-9.242855838986411
Tyros - Antares,Germany,1993,145.57658450704224,0.08,0.7580892285284218,-1.6381902428414596
U-Men - Kampf Der Welten (F. Lau Mix),Germany,1990,120.18531976744184,0.025,0.9849767224759144,-12.622875920368514
U-Men - Kampf Der Welten (Welt-Mix),Germany,1990,120.18531976744184,0.0275,0.9494523041666885,-11.666479012242263
U-Men - Kampf Der Welten (Werk-Mix),Germany,1990,120.18531976744184,0.03,0.8835849623651644,-10.594276793827285
U-Tek - Das Mass Der Dinge (House To Solid Mix),Germany,1991,126.04801829268293,0.0375,0.9833175818895444,-8.703529622325762
U-Tek - Das Mass Der Dinge (Masslos Mix),Germany,1991,126.04801829268293,0.0375,0.8600079825080968,-8.124517050111674
U-Tek - Das Mass Der Dinge (Predominant Mix),Germany,1991,126.04801829268293,0.0825,0.9131608107664544,-0.9013769760663728
U-Tek - I Am Movin' (Extended Mix),Germany,1993,135.99917763157896,0.035,0.8186124505817678,-9.3106899857244
U-Tek - I Am Movin' (Instrumental),Germany,1993,135.99917763157896,0.035,0.9124680039249862,-8.940828303631124
U-Tek - Non-Mover,Germany,1993,135.99917763157896,0.025,0.7456778912071013,-11.800112844767137
U-Tek - Suction (Shotgun Mix),Germany,1991,115.0,0.035,0.8567342017517008,-9.12493331889122
U96 - 220 bpm,Germany,1992,220.0,0.04,0.9141332798223298,-8.12348449752959
U96 - Brainkiller,Germany,1993,132.51201923076923,0.045,0.644123320583491,-6.588439299619811
U96 - Come 2 ghether,Germany,1992,129.19921875,0.045,0.8478581507396189,-6.569957246447806
U96 - Das Boot,Germany,1991,123.046875,0.065,0.7203052193825565,-3.367052903825316
U96 - Das Boot (Techno Version),Germany,1991,126.04801829268293,0.0625,0.8233366417588857,-3.811678376950665
U96 - Das Boot (Trigger Version),Germany,1991,123.046875,0.05,0.8871374157346674,-5.50532333355527
U96 - Der Kommandant,Germany,1992,126.04801829268293,0.06,0.7711354921385308,-4.112724614982664
U96 - Eve of the war,Germany,1993,126.0,0.0525,0.8388609920564943,-5.28258527912085
U96 - Feel like a dum dum,Germany,1993,147.65625,0.0475,0.8392476072386046,-6.183061055181064
U96 - I Wanna Be A Kennedy,Germany,1992,129.19921875,0.04,0.9104170367447748,-7.767846826058127
U96 - Inside Your Dreams (Damage Control Remix),Germany,1994,156.60511363636363,0.06,0.9494487642807756,-4.148387624385158
U96 - Inside Your Dreams (Dumping Mix),Germany,1994,156.0,0.05,0.8353335146223286,-5.757238410611338
U96 - Inside Your Dreams (Intermission Remix),Germany,1994,139.6748310810811,0.07,0.9409006798642137,-2.953367557219315
U96 - Inside Your Dreams (Phase 1),Germany,1994,139.6748310810811,0.0675,0.8977594529036652,-3.2279829869790198
U96 - Inside Your Dreams (Phase 2),Germany,1994,139.6748310810811,0.0625,0.8682121721768578,-3.913972831667968
U96 - Inside your dreams (Special phase 4 mix),Germany,1994,139.6748310810811,0.0625,0.9114968047175404,-3.956971215961945
U96 - Inside Your Dreams (Video Version),Germany,1994,139.6748310810811,0.06,0.8756579323664598,-4.062162634037186
U96 - Je suis selected,Germany,1993,119.0,0.0425,0.6893097592776753,-7.417891547314961
U96 - Love religion,Germany,1994,161.4990234375,0.0675,0.9168078097332006,-3.0121651822827307
U96 - Love Religion (E-Vangelista Mix),Germany,1994,161.4990234375,0.055,0.8929926922183802,-4.99825635580037
U96 - Love Religion (Instrumental),Germany,1994,161.4990234375,0.055,0.91818348667266,-4.9126711522778805
U96 - Love Religion (Vaticano Mix),Germany,1994,161.4990234375,0.0425,0.6188084732442112,-7.267820689757332
U96 - Love Religion (Video Edit),Germany,1994,161.4990234375,0.0675,0.9168078097332006,-3.0121651822827307
U96 - Love sees no colour,Germany,1993,132.51201923076923,0.055,0.7942289692736175,-5.081537595612993
U96 - Love sees no colour (Radio edit),Germany,1993,132.51201923076923,0.06,0.7889088423179508,-4.313188914119684
U96 - Love sees no colour (Version 1),Germany,1993,132.51201923076923,0.0525,0.8013445881279155,-5.188602431591925
U96 - Love sees no colour (Version 2),Germany,1993,132.51201923076923,0.05,0.8503471012798717,-5.66617003372216
U96 - Night In Motion (12'' mix),Germany,1993,123.0,0.0575,0.873234787266807,-4.550278446605381
U96 - Night in motion,Germany,1993,123.0,0.055,0.7440593801790354,-4.987946823313011
U96 - Night In Motion (Video Version),Germany,1993,123.0,0.0675,0.7778572156603443,-3.071798849408474
U96 - No Control,Germany,1992,117.0,0.0575,0.7712854863255513,-4.694700309374219
U96 - Sonar Sequences,Germany,1992,132.51201923076923,0.0275,0.9073117011500956,-11.07492285535468
U96 - Sporty Animal-Loving Extrovert,Germany,1992,135.99917763157896,0.05,0.9465942471281439,-5.715596781629376
U96 - The pop crisis,Germany,1993,113.0,0.0325,0.9544637027532106,-9.868271095005504
U96 - The rainbow factor,Germany,1993,126.0,0.04,0.7969961411439737,-7.862740341045427
U96 - Tiefenrausch,Germany,1991,120.18531976744184,0.0575,0.8341035440495941,-4.338592582380084
U96 - Without you,Germany,1993,135.99917763157896,0.045,0.8067361622002931,-7.005347166262876
U96 - You make me wonder,Germany,1993,135.99917763157896,0.0525,0.7536864233694245,-5.55594424014388
U96 - Young girls,Germany,1993,143.5546875,0.06,0.31788009558698505,-4.22115621305611
U96 -Night in motion,Germany,1993,123.046875,0.055,0.7440593801790354,-4.987946823313011
Ultraworld - Drive,Germany,1993,161.4990234375,0.045,0.946955447960896,-6.692761780846938
Ultraworld - Rain Drops,Germany,1993,161.4990234375,0.045,0.9740412762630468,-6.796443411850738
Ultraworld - Streams,Germany,1993,161.4990234375,0.0825,0.9805381826824494,-1.6756999204774157
Ulysses - Dream 'N' Trance,Germany,1993,129.19921875,0.0575,0.8880404672785119,-4.539220513667543
Ulysses - Dream 'N' Trance (Deep Trance Remix),Germany,1993,129.19921875,0.0475,0.991901887908488,-6.021395944086764
Ulysses - K.J's Flight,Germany,1993,132.51201923076923,0.0825,0.9445214797128769,-1.2299488193465173
Ulysses - R U Ready,Germany,1993,154.0,0.045,0.9412449209732809,-6.587114261343704
Ulysses - Whales 2 Females,Germany,1993,143.5546875,0.055,0.8242904789636749,-5.088609967290463
Umo Detic - Carpe Diem I (Original 12'' Mix),Germany,1990,123.046875,0.045,0.9463560322544136,-6.531834626012003
Umo Detic - Carpe Diem II (Sample Mix),Germany,1990,126.04801829268293,0.03,0.9267519900451316,-10.598345828452835
Umo Detic - Fahrenheit,Germany,1989,126.04801829268293,0.04,0.9844449545984352,-7.496397214410367
Umoya - Hey You... (Radio Mix),Germany,1992,107.666015625,0.0525,0.7502803294156875,-5.3257321506717465
Unbelievable! - Is Michael Gay (Instrumental),Germany,1992,135.99917763157896,0.05,0.9827642517297928,-5.65517399222511
Unbelievable! - Is Michael Gay¿ (Techn-Out-Ing-Mix),Germany,1992,135.99917763157896,0.05,0.944337185539949,-5.639430860556519
Unlimited Pleasure - (Tell Me) Watcha Like (Funky Groove Mix),Germany,1991,120.18531976744184,0.035,0.9490540384645629,-8.850961357937535
Unlimited Pleasure - (Tell Me) Watcha Like (Radio Edit),Germany,1991,120.18531976744184,0.035,0.9631780429279302,-8.946023879728482
Unlimited Pleasure - (Tell Me) Watcha Like (Technacid Manchester Mix),Germany,1991,120.18531976744184,0.035,0.9610982771363326,-9.418305022605022
Unlimited Pleasure - Love Machine (The 'Ride Wild' Mix),Germany,1990,123.046875,0.03,0.9343972416679399,-10.66293749635256
Unlimited Pleasure - Lovemachine (The Frankfurt Remix),Germany,1990,123.046875,0.0275,0.21829482814131407,-11.10979393856164
Unlimited Pleasure - Lovemachine (The Palace De Beaute Remix),Germany,1990,123.046875,0.0325,0.30221287530739843,-10.124749451325776
Unlimited Pleasure - The Hustle (Single Edit),Germany,1993,129.0,0.0375,0.6781038777827573,-8.721852218826097
Up 2 Date feat. Sarah E - Open Your Heart (Club Mix),Germany,1994,139.6748310810811,0.035,0.8596143791190365,-9.093786600347633
Urban Baal - Thorn Of Distortion (Extended 12'' Mix),Germany,1994,161.4990234375,0.045,0.91532316795339,-6.763715436428579
Urban Baal - Thorn Of Distortion (Raven Mix),Germany,1994,161.4990234375,0.0525,0.9621173037485381,-5.37730389481627
Utasia - Stratosphere,Germany,1993,142.0,0.04,0.9760359288586824,-8.222836198396298
Utasia - Stratosphere (Let's Have A Break Mix),Germany,1993,142.0,0.0375,0.91086259748298,-8.239147317740997
Valdezz - Testvérem,Germany,1994,150.0,0.0325,0.9714432482837709,-8.945579448708441
Valdezz - Topas,Germany,1994,161.4990234375,0.04,0.9932415857432848,-7.633112710556961
VDT - Acid Boogie,Germany,1993,126.04801829268293,0.0375,0.9687538943831291,-8.60466315781731
VDT - Better Place (Box Dub),Germany,1994,132.51201923076923,0.0325,0.8959789123330796,-9.633816512131796
VDT - Brainstorming,Germany,1991,126.04801829268293,0.035,0.9795893586592518,-9.218356429774206
VDT - Fever,Germany,1993,135.99917763157896,0.025,0.9567376842730902,-12.221931413696772
VDT - Flextone,Germany,1993,132.51201923076923,0.0325,0.9648016307848936,-9.954993118745683
VDT - It's Just A Dream (Alptraummix),Germany,1991,126.04801829268293,0.045,0.9577838262372548,-6.822062829597872
VDT - Muvin' On Down,Germany,1993,128.0,0.03,0.9268421703117744,-10.546908403336266
VDT - Strangest Musik,Germany,1992,126.04801829268293,0.0225,0.9977118434032822,-13.090389548345
VDT - The Rise,Germany,1991,129.19921875,0.0275,0.9569683437919387,-11.032210524143757
Vein Melter -  Hypnotized,Germany,1992,135.99917763157896,0.0375,0.950417921679332,-8.559049367213667
Vein Melter -  Raw Love,Germany,1992,135.99917763157896,0.04,0.9643840936369805,-7.702966752357463
Velocity - Future,Germany,1993,150.0,0.0525,0.9750545592739586,-5.243575417360884
Velocity - Ideation,Germany,1994,139.6748310810811,0.075,0.7873038920636509,-2.091582524210774
Velocity - Lust,Germany,1993,147.65625,0.055,0.9721143812169168,-5.007886069598141
Velocity - Lust (Remix By Oliver Lieb),Germany,1994,147.65625,0.0275,0.8628882089743686,-11.01026521474363
Velocity - Room,Germany,1993,147.65625,0.0325,0.996474542268634,-9.897165653416629
Velocity - Uplift,Germany,1994,147.65625,0.04,0.9818902951583662,-7.375823405027927
Vernon - Sooner Or Later (The One Mix),Germany,1993,139.6748310810811,0.03,0.772475715973302,-10.273194147660096
Vernon - Sooner Or Later (The Other Mix - Instrumental),Germany,1993,146.0,0.05,0.8321868523038323,-5.592278487895244
Vernon - Vernon's Wonderland,Germany,1993,135.99917763157896,0.05,0.8590395961299049,-5.46599020853993
Vernon - Vernon's Wonderland (Chapter Two; The Future),Germany,1993,147.65625,0.04,0.9090363386592137,-7.902528654575532
Vernon - What Will We Do Now (The Wriggle Mix),Germany,1993,120.0,0.0575,0.6136728065427783,-4.250697204688773
Vernon - What Will We Do Now (Wave Mix),Germany,1993,120.0,0.095,0.6666174325825146,-0.2424476631387421
Vernon - Wonderer,Germany,1993,135.99917763157896,0.0375,0.9082602019239868,-8.509837861312617
Vernon - Wonderer (Acid Mix),Germany,1993,130.0,0.03,0.8963050420689791,-10.164715088164435
Vernon - Wonderer (Vocal Mix),Germany,1993,128.0,0.0225,0.7467769273001615,-13.48060180539597
Vernon - Wrapped Around Your Finger (Deep House Mix),Germany,1992,129.19921875,0.0325,0.7692290780323738,-9.708344600470934
Vernon - Wrapped Around Your Finger (Hi-Tek Mix),Germany,1992,132.51201923076923,0.0375,0.8264872280921227,-8.37470389573779
Vertical Blank - Imagination,Germany,1993,128.0,0.055,0.9445649628037932,-4.765986419918423
Vertical Blank - No Reason,Germany,1993,125.0,0.05,0.7520317018343587,-5.649585445108162
Vintage - Out Of The Blue,Germany,1993,161.4990234375,0.04,0.9593530691241661,-7.194513063179297
Vinyl Countdown - Animal Republic,Germany,1993,135.99917763157896,0.08,0.9197904738114047,-1.5411584638302123
Vinyl Countdown - Architecture,Germany,1992,166.0,0.0525,0.954169488066044,-5.2962699393611326
Vinyl Countdown - Basser,Germany,1992,129.19921875,0.06,0.9439227031315729,-4.228898595597986
Vinyl Countdown - Cure,Germany,1992,147.65625,0.0475,0.977494818552056,-6.229313810791841
Vinyl Countdown - Erasure,Germany,1992,156.0,0.065,0.8973033734159153,-3.4117257032517987
Vinyl Countdown - Forest Fire,Germany,1993,135.99917763157896,0.045,0.9767524091108303,-6.861798242380747
Vinyl Countdown - Paroles,Germany,1992,147.65625,0.0575,0.9367605607452364,-4.1950941315837795
Vinyl Countdown - Paroles 1 (Dialogue Parole),Germany,1993,166.70866935483872,0.0625,0.9080911790860449,-3.5874125473970553
Vinyl Countdown - Paroles 2 (Original Parole),Germany,1993,147.65625,0.06,0.9005715521880375,-4.06240475495831
Vinyl Countdown - Paroles 3 (Grammalogue Parole),Germany,1993,147.65625,0.05,0.9353826074332906,-5.725092221661471
Vinyl Countdown - Paroles 4 (Bionaut Parole),Germany,1993,147.65625,0.06,0.9000620139787273,-4.222865432972524
Vinyl Countdown - Paul,Germany,1992,164.0625,0.0575,0.961708260940038,-4.634634285746273
Vinyl Countdown - Sahara,Germany,1993,135.99917763157896,0.0475,0.9611929549779494,-6.256150484386658
Vinyl Countdown - Sensolution,Germany,1991,129.19921875,0.0325,0.8625189715474798,-9.535884620146753
Vinyl Countdown - Soul Desert,Germany,1993,120.0,0.0375,0.9938374099909978,-8.650420398891752
Virtual Symmetry - 4 Monks,Germany,1992,132.51201923076923,0.0375,0.578432117846526,-8.256894924964385
Virtual Symmetry - Discovered Theme,Germany,1993,166.70866935483872,0.09,0.735333205346091,-0.6824397361428546
Virtual Symmetry - Fade Away,Germany,1992,130.0,0.0425,0.9486862280806628,-6.9946181031777135
Virtual Symmetry - Loro And Nostro,Germany,1992,129.19921875,0.0425,0.855282474840373,-7.362366162276268
Virtual Symmetry - Mammal (Mix I),Germany,1994,127.0,0.0325,0.6274030709917661,-10.039275260451186
Virtual Symmetry - Mammal (Mix II),Germany,1994,135.99917763157896,0.04,0.91714527120948,-8.092144853068152
Virtual Symmetry - See You,Germany,1993,126.0,0.05,0.7366338415224207,-5.654489001448162
Virtual Symmetry - The V.S. (Fable Mix),Germany,1994,143.5546875,0.0325,0.9289444120911381,-9.536992820081547
Virtual Symmetry - The V.S. (Original Mix),Germany,1994,132.51201923076923,0.0425,0.8280514135704312,-7.22173668586803
Virtual Symmetry - Vaporize,Germany,1994,147.65625,0.0525,0.4732577150682068,-5.131466111751731
Virtual Symmetry - Virtual House,Germany,1993,129.19921875,0.045,0.7229504162859322,-6.74320073062388
Virtuality - Deadline,Germany,1994,156.60511363636363,0.055,0.8476674766718082,-4.869147961487455
Virtuality - Evidance,Germany,1994,154.267723880597,0.045,0.7587304501130819,-6.7597353347971145
Virtuality - Orbit,Germany,1994,134.0,0.05,0.8515771532068617,-5.534750509384906
Virtuality - Remotion,Germany,1994,120.18531976744184,0.0375,0.9000538137945462,-8.330501316557024
Virus Inc - Placid,Germany,1993,151.99908088235293,0.035,0.8914082787383958,-9.149185842795642
Virus Inc - Scene Of Passion,Germany,1993,143.5546875,0.035,0.8606451083925734,-8.852134334883612
Virus Inc - Temple Of Colours,Germany,1993,150.0,0.07,0.9463038495820605,-2.964490165477743
Virus Inc - Transfer To Vacuum,Germany,1993,143.5546875,0.0375,0.959574637771902,-8.288714322095124
Viva! - Fascinated (Club Mix),Germany,1992,129.19921875,0.05,0.9065658668213432,-5.949503358448428
Viva! - Fascinated (Dub),Germany,1992,132.51201923076923,0.0425,0.8437951240906738,-6.785353969558342
Viva! - Fascinated (Trance-Formed),Germany,1992,129.19921875,0.045,0.8836877694221391,-6.60034091667498
Volumina - Afterlife,Germany,1992,139.6748310810811,0.035,0.7333728873813475,-8.736962692086534
Volumina - Allround,Germany,1992,129.19921875,0.0425,0.9677412643930835,-7.315688786983506
Volumina - Alright,Germany,1992,132.0,0.0425,0.828155069190979,-7.037941405893893
Volumina - Volumina,Germany,1992,135.99917763157896,0.0375,0.79192542641495,-8.34733550456331
Voov - Angel Lust A-1,Germany,1994,159.01442307692307,0.0375,0.9465373163348114,-8.524105128653693
Voov - B-User (Unusual Remix),Germany,1991,123.046875,0.03,0.8160776967161281,-10.534105390346841
Voov - User,Germany,1991,123.046875,0.0325,0.840443409862626,-9.822768773691028
Vox Mystica - Callas (Mystica mix),Germany,1990,118.0,0.0225,0.7783376153169811,-13.32670735121038
Vox Mystica - Callas (Vox mix),Germany,1990,119.0,0.0275,0.6482162600604924,-11.059486136478146
Voyage Sur Vinyl - Acide Chromique (Le Bal-Mix),Germany,1992,132.51201923076923,0.0325,0.9544930367266696,-9.615388724580592
Voyage Sur Vinyl - Breakdown (2nd of October Mix),Germany,1992,135.99917763157896,0.0425,0.9315525349001368,-6.78138485432895
Voyage Sur Vinyl - Dorian Gray (Airport Mix),Germany,1993,147.65625,0.025,0.9129590925302156,-12.032781666678176
Voyage Sur Vinyl - Voyage À Travers La Musique De X-TC (MCO-Tour),Germany,1992,129.19921875,0.025,0.8483779040611019,-12.70473541197522
Voyou - Eighty-Seven (Memorial Mix),Germany,1990,120.18531976744184,0.035,0.9230276168954092,-9.245017584210183
Voyou - Germany Calling,Germany,1987,123.046875,0.035,0.8630780098012995,-9.352270120252728
Voyou - Houseman (Just In Time Mix),Germany,1990,120.18531976744184,0.0475,0.9772405820011418,-6.527434651929406
Voyou - Radio Bostich (Dance Hall Mix),Germany,1988,118.0,0.04,0.7998264562482208,-7.673418511810617
Voyou - Radio Bostich (Tune In Mix),Germany,1988,118.0,0.06,0.8897053609178338,-4.390622878616521
Voyou - The Ten Commandments (Chapter 1),Germany,1989,123.046875,0.0525,0.8806636241525353,-4.963185740816337
Voyou - The Ten Commandments (Chapter 2),Germany,1989,123.046875,0.06,0.987822234639739,-3.986839367436673
W.C.C.C. - Contour Amount,Germany,1991,132.51201923076923,0.0325,0.9331171476618636,-9.72527981732315
Wahnfried feat. Klaus Schulze - Abyss,Germany,1994,85.0,0.0325,-0.1503127176482961,-9.59560122481276
Wahnfried feat. Klaus Schulze - Crazy About,Germany,1994,120.0,0.0575,0.544694852203818,-4.263181034958066
Wahnfried feat. Klaus Schulze - Future World (part 1),Germany,1994,150.0,0.06,0.8318767890264502,-4.280654073188718
Wahnfried feat. Klaus Schulze - Future World (part 2),Germany,1994,151.99908088235293,0.03,0.5861885589439797,-10.40619836765579
Wahnfried feat. Klaus Schulze - I Like to Do Something for You,Germany,1994,151.99908088235293,0.05,0.6167490166350865,-5.678405312531667
Wahnfried feat. Klaus Schulze - Intrance,Germany,1994,139.6748310810811,0.045,0.4514754157759021,-6.650738595111608
Wahnfried feat. Klaus Schulze - Mental Atmosphere,Germany,1994,132.51201923076923,0.04,0.9363958801986964,-7.811744130733224
"Wahnfried feat. Klaus Schulze - Oriental, Pt. 1",Germany,1994,98.0,0.03,0.8219463776133396,-10.492799473902915
"Wahnfried feat. Klaus Schulze - Oriental, Pt. 2",Germany,1994,98.0,0.035,0.6922957355288374,-9.0790199414231
Wahnfried feat. Klaus Schulze - The End - Someday,Germany,1994,98.0,0.0525,0.49024645822687163,-5.388317900017849
Wahnfried feat. Klaus Schulze - Transistor Radio,Germany,1994,155.0,0.05,0.8161124854738764,-5.764079845917614
Wahnfried feat. Klaus Schulze - Wahnfried's Dream,Germany,1994,98.0,0.04,0.7145915663090644,-7.9087220234426505
Walteractive - Who Is Gudrun (Gard Mix),Germany,1992,132.51201923076923,0.0325,0.9487449353039252,-9.779464191558024
Warp 69 - Floating,Germany,1992,129.19921875,0.02,0.7927408761315952,-14.009019295706386
Warp 69 - Into Deep (Got It),Germany,1992,135.99917763157896,0.025,0.7509594343868797,-12.567737893454241
Warp 69 - LSD,Germany,1992,139.6748310810811,0.0575,0.8865837405128121,-4.516773772228363
Weird Shit - Goddamn Drummachine,Germany,1992,135.0,0.0675,0.9805609838897504,-2.780744759370017
Weird Shit - I Feel It,Germany,1992,123.046875,0.0425,0.959910503629154,-7.314150404926273
Werk der Zukunft - Cyber Wap,Germany,1991,135.99917763157896,0.0375,0.989638561243153,-8.300633252359349
WestBam &  The Very Kenny - Music,Germany,1988,120.18531976744184,0.0525,0.94842134247929,-5.303526974549434
WestBam - ... And Party,Germany,1989,126.04801829268293,0.04,0.6420855946113136,-7.64138201647908
WestBam - A Long Hard Dick,Germany,1988,129.19921875,0.04,0.6927689836883197,-7.659322199183118
WestBam - Acid Snail Invasion,Germany,1991,129.19921875,0.055,0.9685323860862014,-4.760023513904664
WestBam - After hours,Germany,1994,129.0,0.035,0.7926235828106909,-8.756177840790954
WestBam - Alarm clock,Germany,1991,110.0,0.03,0.7061591957503536,-10.651819852952851
Westbam - Bam bam bam,Germany,1994,150.0,0.0425,0.8705657653614101,-7.554626959668816
WestBam - Bam bam bam (Album version),Germany,1994,150.0,0.0475,0.7465475996020534,-5.584328270587992
WestBam - Bam Bam Bam (Club Mix),Germany,1994,156.60511363636363,0.0475,0.8741322547055863,-6.542524643336205
WestBam - Bam Bam Bam (Resistance D remix),Germany,1994,150.0,0.0325,0.8485908548497683,-9.886788153106856
WestBam - Bostich,Germany,1994,147.65625,0.04,0.8205926157837881,-7.72444444676378
WestBam - Bring That Beat Back,Germany,1989,123.046875,0.035,0.7884958550853975,-8.8427002710349
WestBam - Celebration,Germany,1991,129.19921875,0.065,0.8263119412926179,-3.3596661831819152
WestBam - Celebration Generation,Germany,1994,151.99908088235293,0.0775,0.8096314410397705,-1.8053273869863005
WestBam - Celebration Generation (Natural),Germany,1993,143.5546875,0.025,0.8967250679440081,-12.2020595975643
Westbam - Celebration Generation (Natural),Germany,1994,143.5546875,0.0275,0.8722650300381952,-10.957120610709584
WestBam - Celebration Generation (Non Verbal),Germany,1993,151.99908088235293,0.025,0.9398739772950004,-12.224163469353185
WestBam - Celebration Generation (Raver's Nature remix),Germany,1993,191.40625,0.0475,0.5624988891054071,-6.360354902723132
Westbam - Celebration Generation (RMB Remix),Germany,1993,161.4990234375,0.055,0.7730525771433105,-4.90796484936986
WestBam - Club Canossa,Germany,1994,143.5546875,0.085,0.7461794437447133,-0.890944181008518
WestBam - Cold Stomper,Germany,1989,123.046875,0.045,0.6665504802671698,-5.883579552207198
WestBam - Cold Train,Germany,1989,126.04801829268293,0.05,0.7382569009635926,-5.665357968232062
WestBam - Cold Train (Railway - Dub),Germany,1989,123.046875,0.0475,0.8994198078630828,-6.216561792085526
WestBam - Der Bundespräsidenten-Mix,Germany,1990,111.0,0.03,0.865382833288429,-10.696828202690767
WestBam - Der Pink Panther-Mix,Germany,1990,123.046875,0.0225,0.7866050279652859,-12.795621863334954
WestBam - Der Verfall,Germany,1988,92.0,0.035,0.7107675780205341,-9.28208871246358
WestBam - Disco Deutschland (Bomb The House Mix),Germany,1988,126.04801829268293,0.03,0.8120382009890494,-10.104696194909826
WestBam - Disco Deutschland (Unofficial Record Art),Germany,1988,123.046875,0.03,0.811744409790676,-10.427463662628359
WestBam - Do It In The Mix (Edit),Germany,1988,123.046875,0.0375,0.737013590044438,-8.089128351634454
WestBam - Escapist,Germany,1994,150.0,0.0625,0.8305254577645103,-3.8882208545748886
WestBam - Found A Lover,Germany,1991,126.04801829268293,0.055,0.8548915014090116,-4.802310830679013
WestBam - Go East Bam,Germany,1989,123.046875,0.0425,0.7410141730127265,-6.899657171475615
WestBam - Hangover In Hamburg,Germany,1989,97.0,0.02,0.858629441253741,-13.433134732676104
WestBam - Hold Me Back,Germany,1989,123.046875,0.04,0.9071645228486076,-6.949662431281947
WestBam - Hold Me Back (Remix),Germany,1990,126.04801829268293,0.0725,0.9388626535337734,-2.0885643263846876
WestBam - I Can't Stop,Germany,1991,126.04801829268293,0.075,0.8791007878512123,-1.875275262704086
WestBam - I can't stop (A Homeboy Versus WestBam mix),Germany,1991,126.04801829268293,0.045,0.8795483059849847,-6.4071159097746975
WestBam - I can't stop (club mix),Germany,1991,126.04801829268293,0.04,0.8426479980723286,-7.494641002457939
WestBam - Is It Raw Enough (Song),Germany,1990,120.18531976744184,0.035,0.822633215004663,-9.052716647490506
WestBam - It's Over,Germany,1989,129.19921875,0.0325,0.7297867252865609,-9.760375543856286
WestBam - Let Yourself Go,Germany,1991,129.19921875,0.065,0.8686237825794569,-3.2850587003404126
WestBam - Liberation,Germany,1991,123.046875,0.0625,0.8445270387974377,-3.5526281237603325
WestBam - Live At Leningrad (Starring Pop Mekanik),Germany,1988,105.46875,0.0375,0.8293098849529117,-8.416781550914425
WestBam - Make It Happen,Germany,1988,115.0,0.0225,0.6031539931437522,-12.713812561509016
WestBam - Miami Bass,Germany,1991,126.04801829268293,0.0375,0.9721471356558372,-8.280244023638673
WestBam - Monkey say monkey do,Germany,1988,123.046875,0.0375,0.8913336272430539,-8.06360356391944
WestBam - Monkey Town,Germany,1989,123.046875,0.0425,0.9549396750144181,-7.091528230944704
WestBam - More (Instrumental),Germany,1988,116.0,0.0325,0.5604266094595243,-9.42038306436493
WestBam - Music (II) (Instrumental),Germany,1988,126.04801829268293,0.0175,0.6923322739380029,-15.271698360701116
WestBam - Music (Starring The Very Kenny),Germany,1988,123.046875,0.0275,0.7630216641023326,-11.508635599041096
WestBam - My life of crime,Germany,1991,129.19921875,0.06,0.9359484614414596,-4.184144845223615
WestBam - One Friday Morning (Instrumental),Germany,1988,118.0,0.04,0.6490686166950767,-7.878916192437712
WestBam - Painted World,Germany,1988,118.0,0.0325,0.5203321932539058,-9.740498219718983
WestBam - Raving Society,Germany,1994,151.99908088235293,0.07,0.8524006595574016,-2.663613567680789
WestBam - Saxophone,Germany,1989,125.0,0.0475,0.8338238913878276,-6.045552518257972
WestBam - Sentimental Scratching,Germany,1989,118.0,0.03,0.6816977490862455,-10.204530880387338
WestBam - So Ist Deutschland (Wagner Mix),Germany,1988,123.046875,0.03,0.7994029193211327,-10.450376141288935
WestBam - Street Corner,Germany,1991,123.046875,0.04,0.9182733924648042,-8.032804645735453
WestBam - Strictly Bam,Germany,1994,139.6748310810811,0.05,0.8318231189297461,-5.840210590745205
WestBam - Strictly Bam Bam Bam,Germany,1994,139.6748310810811,0.0425,0.9131859431271165,-7.185287263529862
